aluno_id,ano_letivo,escola,serie,turno,idade,sexo,renda_familiar,escolaridade_pais,acesso_internet,frequencia_pct,nota_matematica,nota_portugues,nota_media_geral
ALU-00210,2021,Escola Alpha,9º Ano,Manhã,20,M,2-3 SM,Fundamental Completo,1,100.0,43.7,44.5,44.1
ALU-00211,2021,Escola Alpha,9º Ano,Manhã,21,M,5+ SM,Médio Completo,1,93.5,42.2,78.0,60.1
ALU-00212,2021,Escola Alpha,9º Ano,Manhã,21,F,3-5 SM,Fundamental Completo,1,72.5,20.7,54.3,37.5
ALU-00213,2021,Escola Alpha,9º Ano,Manhã,21,F,3-5 SM,Médio Completo,1,70.0,36.8,55.0,45.9
ALU-00214,2021,Escola Alpha,9º Ano,Manhã,21,M,2-3 SM,Superior Completo,0,100.0,55.3,74.9,65.1
ALU-00215,2021,Escola Alpha,9º Ano,Manhã,21,F,1-2 SM,Fundamental Completo,0,84.3,50.7,49.3,50.0
ALU-00216,2021,Escola Alpha,9º Ano,Manhã,19,F,1-2 SM,Fundamental Incompleto,1,77.0,88.9,74.8,81.9
ALU-00217,2021,Escola Alpha,9º Ano,Manhã,20,M,5+ SM,Fundamental Incompleto,1,77.2,51.2,75.2,63.2
ALU-00218,2021,Escola Alpha,9º Ano,Manhã,21,F,2-3 SM,Superior Completo,0,83.6,73.1,64.7,68.9
ALU-00219,2021,Escola Alpha,9º Ano,Manhã,20,M,2-3 SM,Médio Completo,0,84.5,58.6,62.1,60.3
ALU-00220,2021,Escola Alpha,9º Ano,Manhã,20,M,2-3 SM,Fundamental Completo,1,79.8,50.5,59.4,55.0
ALU-00221,2021,Escola Alpha,9º Ano,Tarde,19,F,1-2 SM,Médio Completo,1,75.9,75.9,70.9,73.4
ALU-00222,2021,Escola Alpha,9º Ano,Tarde,20,M,5+ SM,Pós-graduação,1,84.7,53.2,85.9,69.5
ALU-00223,2021,Escola Alpha,9º Ano,Tarde,20,F,2-3 SM,Fundamental Completo,1,77.7,62.6,59.3,61.0
ALU-00224,2021,Escola Alpha,9º Ano,Tarde,21,M,Até 1 SM,Fundamental Completo,1,97.0,41.5,52.1,46.8
ALU-00225,2021,Escola Alpha,9º Ano,Tarde,20,F,Até 1 SM,Fundamental Incompleto,1,91.8,55.0,71.5,63.2
ALU-00226,2021,Escola Alpha,9º Ano,Tarde,19,F,1-2 SM,Médio Completo,1,93.5,55.4,63.3,59.4
ALU-00227,2021,Escola Alpha,9º Ano,Tarde,19,F,,Superior Completo,1,79.4,62.3,60.9,61.6
ALU-00228,2021,Escola Alpha,9º Ano,Tarde,20,F,Até 1 SM,Superior Completo,1,87.4,63.2,61.8,62.5
ALU-00229,2021,Escola Alpha,9º Ano,Tarde,20,M,1-2 SM,Fundamental Completo,1,68.2,48.9,38.2,43.5
ALU-00230,2021,Escola Alpha,9º Ano,Tarde,19,M,Até 1 SM,Fundamental Completo,1,70.2,38.6,55.7,47.2
ALU-00231,2021,Escola Alpha,9º Ano,Tarde,20,F,2-3 SM,Médio Completo,0,88.1,49.3,64.2,56.8
ALU-00232,2021,Escola Alpha,9º Ano,Tarde,20,F,1-2 SM,Médio Completo,1,100.0,54.6,72.8,63.7
ALU-00233,2021,Escola Alpha,9º Ano,Tarde,21,M,2-3 SM,Fundamental Completo,1,67.2,24.4,46.2,35.3
ALU-00234,2021,Escola Alpha,9º Ano,Tarde,20,F,1-2 SM,Médio Completo,1,94.1,52.0,64.2,58.1
ALU-00235,2021,Escola Alpha,9º Ano,Tarde,21,M,3-5 SM,Pós-graduação,0,97.1,77.1,53.8,65.4
ALU-00236,2021,Escola Alpha,9º Ano,Tarde,21,F,1-2 SM,Pós-graduação,1,88.9,55.8,51.3,53.6
ALU-00237,2021,Escola Alpha,9º Ano,Tarde,19,F,3-5 SM,Fundamental Incompleto,1,100.0,73.9,61.0,67.5
ALU-00238,2021,Escola Alpha,9º Ano,Tarde,21,F,,Médio Completo,1,80.4,47.2,63.1,55.1
ALU-00239,2021,Escola Alpha,9º Ano,Tarde,21,F,5+ SM,Fundamental Completo,1,100.0,67.2,82.2,74.7
ALU-00240,2021,Escola Alpha,9º Ano,Tarde,20,M,Até 1 SM,Superior Completo,0,84.0,36.1,41.1,38.6
ALU-00241,2021,Escola Alpha,9º Ano,Tarde,20,F,3-5 SM,Pós-graduação,1,78.9,63.8,89.5,76.7
ALU-00242,2021,Escola Alpha,9º Ano,Tarde,20,M,2-3 SM,Fundamental Incompleto,1,100.0,60.3,84.6,72.5
ALU-00243,2021,Escola Alpha,9º Ano,Tarde,21,M,1-2 SM,Fundamental Completo,0,83.9,39.5,75.1,57.3
ALU-00244,2021,Escola Alpha,9º Ano,Tarde,21,M,Até 1 SM,Superior Completo,0,95.1,88.9,52.3,70.6
ALU-00245,2021,Escola Alpha,9º Ano,Tarde,21,M,5+ SM,Médio Completo,0,75.4,46.3,69.4,57.9
ALU-00246,2021,Escola Alpha,9º Ano,Tarde,21,M,Até 1 SM,Fundamental Completo,1,76.2,63.8,74.4,69.1
ALU-00247,2021,Escola Alpha,9º Ano,Tarde,21,M,Até 1 SM,Fundamental Completo,1,75.8,66.5,57.2,61.8
ALU-00248,2021,Escola Alpha,9º Ano,Tarde,21,M,Até 1 SM,Superior Completo,1,81.2,49.5,55.3,52.4
ALU-00249,2021,Escola Alpha,9º Ano,Tarde,19,M,3-5 SM,Fundamental Incompleto,1,92.5,62.5,84.0,73.3
ALU-00250,2021,Escola Alpha,9º Ano,Tarde,20,F,1-2 SM,Fundamental Completo,1,83.3,51.4,59.6,55.5
ALU-00251,2021,Escola Alpha,9º Ano,Tarde,21,M,,Pós-graduação,1,83.3,59.8,75.0,67.4
ALU-00252,2021,Escola Alpha,9º Ano,Tarde,20,F,5+ SM,Médio Completo,1,91.7,66.6,80.3,73.5
ALU-00253,2021,Escola Alpha,9º Ano,Tarde,19,F,Até 1 SM,Fundamental Completo,1,75.8,53.6,56.0,54.8
ALU-00254,2021,Escola Alpha,9º Ano,Tarde,19,F,Até 1 SM,Fundamental Completo,0,78.1,43.8,74.8,59.3
ALU-00255,2021,Escola Alpha,1º Médio,Manhã,16,M,5+ SM,Fundamental Incompleto,1,86.2,57.4,65.2,61.3
ALU-00256,2021,Escola Alpha,1º Médio,Manhã,16,M,Até 1 SM,Médio Completo,1,92.6,69.4,64.9,67.1
ALU-00257,2021,Escola Alpha,1º Médio,Manhã,16,F,5+ SM,Pós-graduação,1,69.1,52.5,38.2,45.3
ALU-00258,2021,Escola Alpha,1º Médio,Manhã,16,M,3-5 SM,Médio Completo,0,100.0,89.4,44.8,67.1
ALU-00259,2021,Escola Alpha,1º Médio,Manhã,15,F,3-5 SM,Médio Completo,1,98.3,61.1,79.3,70.2
ALU-00260,2021,Escola Alpha,1º Médio,Manhã,15,F,Até 1 SM,Superior Completo,1,87.8,68.2,65.6,66.9
ALU-00261,2021,Escola Alpha,1º Médio,Manhã,16,M,,Fundamental Incompleto,0,77.2,69.5,52.3,60.9
ALU-00262,2021,Escola Alpha,1º Médio,Manhã,15,F,Até 1 SM,Médio Completo,1,78.8,69.3,48.7,59.0
ALU-00263,2021,Escola Alpha,1º Médio,Manhã,16,M,1-2 SM,Superior Completo,1,86.4,65.2,84.5,74.8
ALU-00264,2021,Escola Alpha,1º Médio,Manhã,15,F,Até 1 SM,,1,68.9,63.5,27.9,45.7
ALU-00265,2021,Escola Alpha,1º Médio,Manhã,16,M,Até 1 SM,Médio Completo,0,77.0,60.3,56.8,58.5
ALU-00266,2021,Escola Alpha,1º Médio,Manhã,15,F,Até 1 SM,Fundamental Completo,1,90.4,46.8,68.7,57.8
ALU-00267,2021,Escola Alpha,1º Médio,Manhã,15,M,1-2 SM,Médio Completo,1,94.0,46.5,49.6,48.0
ALU-00268,2021,Escola Alpha,1º Médio,Manhã,16,M,1-2 SM,Médio Completo,1,92.2,63.3,77.4,70.3
ALU-00269,2021,Escola Alpha,1º Médio,Manhã,15,F,1-2 SM,Médio Completo,1,84.5,61.9,73.9,67.9
ALU-00270,2021,Escola Alpha,1º Médio,Manhã,16,F,1-2 SM,Médio Completo,0,80.6,70.8,71.8,71.3
ALU-00271,2021,Escola Alpha,1º Médio,Manhã,15,F,1-2 SM,Superior Completo,0,73.6,80.7,44.2,62.5
ALU-00272,2021,Escola Alpha,1º Médio,Manhã,15,M,1-2 SM,Fundamental Incompleto,1,65.6,34.0,54.7,44.4
ALU-00273,2021,Escola Alpha,1º Médio,Manhã,15,M,3-5 SM,Médio Completo,1,99.8,69.8,90.2,80.0
ALU-00274,2021,Escola Alpha,1º Médio,Manhã,16,M,1-2 SM,Fundamental Completo,1,82.1,60.6,70.8,65.7
ALU-00275,2021,Escola Alpha,1º Médio,Manhã,16,F,Até 1 SM,Médio Completo,0,62.2,29.8,32.9,31.3
ALU-00276,2021,Escola Alpha,1º Médio,Manhã,16,M,2-3 SM,Médio Completo,0,99.6,57.9,49.4,53.6
ALU-00277,2021,Escola Alpha,1º Médio,Manhã,15,M,1-2 SM,Médio Completo,1,97.5,44.9,67.5,56.2
ALU-00278,2021,Escola Alpha,1º Médio,Manhã,16,M,1-2 SM,Fundamental Incompleto,1,76.5,38.6,60.0,49.3
ALU-00279,2021,Escola Alpha,1º Médio,Manhã,15,F,1-2 SM,Superior Completo,1,88.5,63.7,60.3,62.0
ALU-00280,2021,Escola Alpha,1º Médio,Manhã,16,M,,Médio Completo,1,68.0,13.9,52.8,33.3
ALU-00281,2021,Escola Alpha,1º Médio,Manhã,16,M,Até 1 SM,Médio Completo,1,79.8,55.9,74.2,65.1
ALU-00282,2021,Escola Alpha,1º Médio,Tarde,15,F,Até 1 SM,Fundamental Incompleto,1,90.2,62.5,54.2,58.4
ALU-00283,2021,Escola Alpha,1º Médio,Tarde,16,M,1-2 SM,Fundamental Completo,1,91.8,55.1,71.4,63.2
ALU-00284,2021,Escola Alpha,1º Médio,Tarde,15,F,1-2 SM,Pós-graduação,1,71.4,48.5,26.1,37.3
ALU-00285,2021,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Médio Completo,1,88.1,48.2,66.2,57.2
ALU-00286,2021,Escola Alpha,1º Médio,Tarde,15,F,Até 1 SM,Fundamental Completo,0,100.0,56.9,70.2,63.6
ALU-00287,2021,Escola Alpha,1º Médio,Tarde,16,M,2-3 SM,Médio Completo,1,100.0,60.3,68.0,64.2
ALU-00288,2021,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Médio Completo,0,90.8,55.4,65.3,60.4
ALU-00289,2021,Escola Alpha,1º Médio,Tarde,15,M,Até 1 SM,Fundamental Incompleto,1,85.3,73.3,42.2,57.7
ALU-00290,2021,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Médio Completo,0,90.7,55.0,77.3,66.2
ALU-00291,2021,Escola Alpha,1º Médio,Tarde,16,M,1-2 SM,Médio Completo,1,95.9,61.5,74.1,67.8
ALU-00292,2021,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Médio Completo,0,70.2,56.8,45.4,51.1
ALU-00293,2021,Escola Alpha,1º Médio,Tarde,15,M,,Fundamental Completo,1,74.7,34.4,55.1,44.7
ALU-00294,2021,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Médio Completo,1,90.9,53.9,45.6,49.8
ALU-00295,2021,Escola Alpha,1º Médio,Tarde,15,F,1-2 SM,Fundamental Completo,1,100.0,65.3,44.6,55.0
ALU-00296,2021,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Superior Completo,1,84.3,50.7,79.8,65.2
ALU-00297,2021,Escola Alpha,1º Médio,Tarde,16,M,2-3 SM,Médio Completo,1,72.7,49.9,40.5,45.2
ALU-00298,2021,Escola Alpha,1º Médio,Tarde,15,F,,Médio Completo,1,84.1,61.7,76.9,69.3
ALU-00299,2021,Escola Alpha,1º Médio,Tarde,15,F,,Médio Completo,1,82.5,60.0,67.2,63.6
ALU-00300,2021,Escola Alpha,1º Médio,Tarde,16,M,3-5 SM,Médio Completo,0,82.0,78.1,66.9,72.5
ALU-00301,2021,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Superior Completo,1,89.4,69.9,58.8,64.4
ALU-00302,2021,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Superior Completo,1,66.4,56.7,47.3,52.0
ALU-00303,2021,Escola Alpha,1º Médio,Tarde,16,M,Até 1 SM,Pós-graduação,0,77.1,70.5,78.5,74.5
ALU-00304,2021,Escola Alpha,1º Médio,Tarde,16,M,Até 1 SM,Fundamental Completo,1,86.8,66.3,66.1,66.2
ALU-00305,2021,Escola Alpha,1º Médio,Tarde,16,F,Até 1 SM,Pós-graduação,1,78.5,62.4,55.8,59.1
ALU-00306,2021,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Fundamental Completo,0,76.6,57.2,64.0,60.6
ALU-00307,2021,Escola Alpha,1º Médio,Tarde,16,F,3-5 SM,Fundamental Completo,1,70.1,43.2,45.2,44.2
ALU-00308,2021,Escola Alpha,1º Médio,Tarde,15,F,1-2 SM,Superior Completo,1,83.6,59.8,71.6,65.7
ALU-00309,2021,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Fundamental Incompleto,1,81.8,59.5,89.8,74.6
ALU-00310,2021,Escola Alpha,1º Médio,Tarde,15,M,1-2 SM,Fundamental Incompleto,1,84.7,64.2,54.7,59.5
ALU-00311,2021,Escola Alpha,1º Médio,Tarde,16,F,Até 1 SM,Médio Completo,1,97.0,64.5,54.7,59.6
ALU-00312,2021,Escola Alpha,1º Médio,Tarde,15,F,Até 1 SM,Superior Completo,0,78.4,64.0,68.1,66.1
ALU-00313,2021,Escola Alpha,1º Médio,Tarde,15,F,Até 1 SM,Médio Completo,1,95.4,62.4,57.6,60.0
ALU-00314,2021,Escola Alpha,1º Médio,Tarde,15,F,3-5 SM,Médio Completo,0,76.2,55.6,61.5,58.5
ALU-00315,2021,Escola Alpha,1º Médio,Tarde,15,F,1-2 SM,Pós-graduação,1,84.9,78.0,63.6,70.8
ALU-00316,2021,Escola Alpha,1º Médio,Tarde,16,F,1-2 SM,Médio Completo,1,94.0,69.8,48.3,59.1
ALU-00317,2021,Escola Alpha,1º Médio,Tarde,15,M,3-5 SM,Superior Completo,1,84.1,68.9,61.9,65.4
ALU-00318,2021,Escola Alpha,1º Médio,Tarde,15,F,2-3 SM,Fundamental Completo,1,67.4,41.5,31.4,36.4
ALU-00319,2021,Escola Alpha,2º Médio,Manhã,17,M,1-2 SM,Médio Completo,0,82.1,54.7,75.6,65.1
ALU-00320,2021,Escola Alpha,2º Médio,Manhã,16,F,2-3 SM,Pós-graduação,1,88.7,65.2,55.1,60.1
ALU-00321,2021,Escola Alpha,2º Médio,Manhã,16,F,2-3 SM,,0,83.1,67.5,63.0,65.3
ALU-00322,2021,Escola Alpha,2º Médio,Manhã,16,F,2-3 SM,Fundamental Incompleto,0,80.6,78.7,72.8,75.7
ALU-00323,2021,Escola Alpha,2º Médio,Manhã,17,F,Até 1 SM,Pós-graduação,1,88.8,56.5,79.3,67.9
ALU-00324,2021,Escola Alpha,2º Médio,Manhã,17,F,1-2 SM,Fundamental Incompleto,1,85.3,55.2,44.7,50.0
ALU-00325,2021,Escola Alpha,2º Médio,Manhã,16,M,3-5 SM,Fundamental Completo,1,76.1,84.1,72.5,78.3
ALU-00326,2021,Escola Alpha,2º Médio,Manhã,17,F,2-3 SM,Fundamental Completo,0,93.6,35.7,58.7,47.2
ALU-00327,2021,Escola Alpha,2º Médio,Manhã,16,F,3-5 SM,Pós-graduação,1,91.9,100.0,81.7,90.8
ALU-00328,2021,Escola Alpha,2º Médio,Manhã,16,F,3-5 SM,Pós-graduação,1,74.0,54.6,71.2,62.9
ALU-00329,2021,Escola Alpha,2º Médio,Manhã,17,F,2-3 SM,Fundamental Incompleto,1,93.3,42.4,65.8,54.1
ALU-00330,2021,Escola Alpha,2º Médio,Manhã,16,F,2-3 SM,Superior Completo,1,94.1,61.3,59.7,60.5
ALU-00331,2021,Escola Alpha,2º Médio,Manhã,16,M,5+ SM,Fundamental Incompleto,1,83.7,81.0,64.7,72.8
ALU-00332,2021,Escola Alpha,2º Médio,Manhã,17,F,1-2 SM,Pós-graduação,1,89.0,65.5,55.8,60.7
ALU-00333,2021,Escola Alpha,2º Médio,Manhã,17,M,1-2 SM,Fundamental Completo,1,87.9,33.3,51.6,42.5
ALU-00334,2021,Escola Alpha,2º Médio,Manhã,17,F,3-5 SM,Fundamental Completo,1,92.4,65.7,52.9,59.3
ALU-00335,2021,Escola Alpha,2º Médio,Manhã,17,F,2-3 SM,Fundamental Incompleto,1,93.1,60.0,66.6,63.3
ALU-00336,2021,Escola Alpha,2º Médio,Manhã,16,F,Até 1 SM,Superior Completo,1,69.6,53.3,30.9,42.1
ALU-00337,2021,Escola Alpha,2º Médio,Manhã,17,M,,Médio Completo,1,92.0,56.5,61.5,59.0
ALU-00338,2021,Escola Alpha,2º Médio,Manhã,17,F,1-2 SM,Superior Completo,0,86.8,64.1,61.0,62.6
ALU-00339,2021,Escola Alpha,2º Médio,Manhã,17,M,2-3 SM,Fundamental Incompleto,0,90.5,66.2,51.8,59.0
ALU-00340,2021,Escola Alpha,2º Médio,Manhã,16,M,3-5 SM,Fundamental Incompleto,1,88.3,56.2,68.5,62.4
ALU-00341,2021,Escola Alpha,2º Médio,Manhã,16,M,Até 1 SM,Fundamental Incompleto,0,92.8,54.7,63.4,59.0
ALU-00342,2021,Escola Alpha,2º Médio,Manhã,16,F,1-2 SM,Médio Completo,1,84.2,58.2,64.2,61.2
ALU-00343,2021,Escola Alpha,2º Médio,Manhã,17,F,2-3 SM,Superior Completo,1,100.0,65.1,60.8,62.9
ALU-00344,2021,Escola Alpha,2º Médio,Tarde,16,F,2-3 SM,Superior Completo,1,92.5,57.8,65.3,61.5
ALU-00345,2021,Escola Alpha,2º Médio,Tarde,16,M,1-2 SM,Fundamental Incompleto,0,91.8,86.3,45.3,65.8
ALU-00346,2021,Escola Alpha,2º Médio,Tarde,17,M,5+ SM,Superior Completo,1,100.0,66.3,73.1,69.7
ALU-00347,2021,Escola Alpha,2º Médio,Tarde,17,F,2-3 SM,Superior Completo,1,90.1,79.2,71.7,75.4
ALU-00348,2021,Escola Alpha,2º Médio,Tarde,17,M,1-2 SM,Superior Completo,1,81.2,64.6,66.2,65.4
ALU-00349,2021,Escola Alpha,2º Médio,Tarde,16,F,1-2 SM,Pós-graduação,1,79.4,75.8,63.1,69.5
ALU-00350,2021,Escola Alpha,2º Médio,Tarde,17,M,3-5 SM,Fundamental Completo,1,86.4,66.6,85.5,76.0
ALU-00351,2021,Escola Alpha,2º Médio,Tarde,16,F,2-3 SM,Superior Completo,1,96.1,54.9,73.5,64.2
ALU-00352,2021,Escola Alpha,2º Médio,Tarde,16,F,1-2 SM,Médio Completo,1,72.6,50.1,61.7,55.9
ALU-00353,2021,Escola Alpha,2º Médio,Tarde,17,F,2-3 SM,Fundamental Completo,1,64.1,52.8,43.0,47.9
ALU-00354,2021,Escola Alpha,2º Médio,Tarde,16,M,3-5 SM,Superior Completo,1,71.1,32.2,75.4,53.8
ALU-00355,2021,Escola Alpha,2º Médio,Tarde,16,M,,Fundamental Completo,1,80.3,76.9,71.4,74.1
ALU-00356,2021,Escola Alpha,2º Médio,Tarde,16,M,3-5 SM,Superior Completo,1,75.6,60.6,81.3,71.0
ALU-00357,2021,Escola Alpha,2º Médio,Tarde,16,F,1-2 SM,Fundamental Completo,0,92.6,50.9,54.5,52.7
ALU-00358,2021,Escola Alpha,2º Médio,Tarde,17,F,5+ SM,Superior Completo,1,75.1,82.8,77.4,80.1
ALU-00359,2021,Escola Alpha,2º Médio,Tarde,16,F,5+ SM,Superior Completo,1,69.9,77.1,80.9,79.0
ALU-00360,2021,Escola Alpha,2º Médio,Tarde,17,M,Até 1 SM,Médio Completo,1,91.6,59.4,53.1,56.3
ALU-00361,2021,Escola Alpha,2º Médio,Tarde,17,M,1-2 SM,Fundamental Completo,0,92.8,49.1,60.7,54.9
ALU-00362,2021,Escola Alpha,2º Médio,Tarde,16,M,2-3 SM,Médio Completo,0,96.9,51.1,49.7,50.4
ALU-00363,2021,Escola Alpha,2º Médio,Tarde,17,M,1-2 SM,Médio Completo,1,85.0,39.3,67.0,53.1
ALU-00364,2021,Escola Alpha,2º Médio,Tarde,17,M,1-2 SM,Fundamental Completo,0,93.6,76.6,43.7,60.1
ALU-00365,2021,Escola Alpha,2º Médio,Tarde,17,F,,Médio Completo,0,100.0,63.1,44.7,53.9
ALU-00366,2021,Escola Alpha,2º Médio,Tarde,17,M,1-2 SM,Fundamental Incompleto,1,98.9,52.3,67.1,59.7
ALU-00367,2021,Escola Alpha,2º Médio,Tarde,16,M,3-5 SM,Médio Completo,1,86.3,56.2,55.2,55.7
ALU-00368,2021,Escola Alpha,2º Médio,Tarde,17,M,1-2 SM,Médio Completo,0,84.4,59.8,74.3,67.1
ALU-00369,2021,Escola Alpha,2º Médio,Tarde,16,F,5+ SM,Fundamental Completo,1,91.2,65.5,65.3,65.4
ALU-00370,2021,Escola Alpha,2º Médio,Tarde,16,F,1-2 SM,Médio Completo,1,88.3,54.4,41.2,47.8
ALU-00371,2021,Escola Alpha,3º Médio,Manhã,17,F,2-3 SM,Pós-graduação,1,100.0,66.1,57.1,61.6
ALU-00372,2021,Escola Alpha,3º Médio,Manhã,18,F,1-2 SM,Pós-graduação,0,85.8,45.2,78.2,61.7
ALU-00373,2021,Escola Alpha,3º Médio,Manhã,18,M,3-5 SM,Médio Completo,1,94.0,63.2,83.9,73.5
ALU-00374,2021,Escola Alpha,3º Médio,Manhã,17,F,2-3 SM,Médio Completo,0,78.3,70.9,54.7,62.8
ALU-00375,2021,Escola Alpha,3º Médio,Manhã,17,F,1-2 SM,Pós-graduação,1,84.0,64.2,67.2,65.7
ALU-00376,2021,Escola Alpha,3º Médio,Manhã,18,M,1-2 SM,Fundamental Incompleto,1,75.9,66.6,38.2,52.4
ALU-00377,2021,Escola Alpha,3º Médio,Manhã,18,F,5+ SM,Médio Completo,1,74.4,59.1,48.1,53.6
ALU-00378,2021,Escola Alpha,3º Médio,Manhã,17,M,3-5 SM,Médio Completo,0,74.3,48.8,50.3,49.5
ALU-00379,2021,Escola Alpha,3º Médio,Manhã,18,F,3-5 SM,Fundamental Incompleto,1,78.6,34.8,85.6,60.2
ALU-00380,2021,Escola Alpha,3º Médio,Manhã,17,F,2-3 SM,Fundamental Incompleto,1,74.9,46.1,32.8,39.5
ALU-00381,2021,Escola Alpha,3º Médio,Manhã,18,M,,Fundamental Incompleto,0,78.3,57.4,63.4,60.4
ALU-00382,2021,Escola Alpha,3º Médio,Manhã,18,F,2-3 SM,Médio Completo,1,72.1,39.3,58.1,48.7
ALU-00383,2021,Escola Alpha,3º Médio,Manhã,18,F,3-5 SM,Médio Completo,0,75.8,53.3,82.7,68.0
ALU-00384,2021,Escola Alpha,3º Médio,Manhã,17,M,Até 1 SM,Superior Completo,1,71.1,71.5,62.8,67.2
ALU-00385,2021,Escola Alpha,3º Médio,Manhã,17,M,5+ SM,Fundamental Incompleto,1,81.5,79.1,69.0,74.1
ALU-00386,2021,Escola Alpha,3º Médio,Manhã,17,F,Até 1 SM,Médio Completo,0,91.0,49.0,42.2,45.6
ALU-00387,2021,Escola Alpha,3º Médio,Manhã,18,F,2-3 SM,Fundamental Completo,1,83.5,46.7,41.7,44.2
ALU-00388,2021,Escola Alpha,3º Médio,Manhã,18,F,5+ SM,Fundamental Completo,1,75.2,53.8,75.8,64.8
ALU-00389,2021,Escola Alpha,3º Médio,Manhã,17,M,2-3 SM,Médio Completo,1,79.4,56.4,66.0,61.2
ALU-00390,2021,Escola Alpha,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,0,90.3,50.0,64.5,57.3
ALU-00391,2021,Escola Alpha,3º Médio,Manhã,18,M,2-3 SM,Fundamental Completo,1,83.3,33.4,54.1,43.8
ALU-00392,2021,Escola Alpha,3º Médio,Manhã,17,F,Até 1 SM,Médio Completo,0,99.7,56.3,62.0,59.1
ALU-00393,2021,Escola Alpha,3º Médio,Manhã,18,F,3-5 SM,Médio Completo,1,71.0,39.7,57.5,48.6
ALU-00394,2021,Escola Alpha,3º Médio,Manhã,18,M,1-2 SM,Fundamental Incompleto,1,70.3,68.0,71.1,69.6
ALU-00395,2021,Escola Alpha,3º Médio,Manhã,18,M,Até 1 SM,Médio Completo,1,84.2,46.9,53.5,50.2
ALU-00396,2021,Escola Alpha,3º Médio,Tarde,17,F,Até 1 SM,Fundamental Incompleto,1,77.6,62.2,77.8,70.0
ALU-00397,2021,Escola Alpha,3º Médio,Tarde,17,F,3-5 SM,Superior Completo,1,65.2,57.1,67.6,62.3
ALU-00398,2021,Escola Alpha,3º Médio,Tarde,18,F,2-3 SM,Superior Completo,1,70.8,76.8,47.6,62.2
ALU-00399,2021,Escola Alpha,3º Médio,Tarde,18,F,2-3 SM,Superior Completo,1,72.2,26.5,35.2,30.8
ALU-00400,2021,Escola Alpha,3º Médio,Tarde,18,F,3-5 SM,Médio Completo,1,85.4,54.1,73.7,63.9
ALU-00401,2021,Escola Alpha,3º Médio,Tarde,17,F,1-2 SM,Médio Completo,1,83.9,74.5,81.5,78.0
ALU-00402,2021,Escola Alpha,3º Médio,Tarde,17,M,1-2 SM,Médio Completo,1,72.2,56.1,56.4,56.3
ALU-00403,2021,Escola Alpha,3º Médio,Tarde,18,M,3-5 SM,Fundamental Completo,1,99.3,51.5,81.0,66.3
ALU-00404,2021,Escola Alpha,3º Médio,Tarde,17,M,1-2 SM,Médio Completo,0,78.6,34.0,44.5,39.2
ALU-00405,2021,Escola Alpha,3º Médio,Tarde,17,M,Até 1 SM,Médio Completo,1,65.3,45.9,77.6,61.7
ALU-00406,2021,Escola Alpha,3º Médio,Tarde,18,F,3-5 SM,Médio Completo,1,89.3,93.6,61.6,77.6
ALU-00407,2021,Escola Alpha,3º Médio,Tarde,17,F,5+ SM,Fundamental Incompleto,0,97.9,72.2,54.4,63.3
ALU-00408,2021,Escola Alpha,3º Médio,Tarde,17,M,Até 1 SM,Fundamental Completo,0,88.4,41.4,53.4,47.4
ALU-00409,2021,Escola Alpha,3º Médio,Tarde,18,M,,Médio Completo,1,72.8,38.9,40.2,39.6
ALU-00410,2021,Escola Alpha,3º Médio,Tarde,18,F,,Médio Completo,1,72.9,43.2,35.3,39.3
ALU-00411,2021,Escola Alpha,3º Médio,Tarde,18,M,1-2 SM,Médio Completo,0,86.4,84.8,48.0,66.4
ALU-00412,2021,Escola Alpha,3º Médio,Tarde,18,F,5+ SM,Superior Completo,0,83.0,74.8,94.7,84.8
ALU-00413,2021,Escola Alpha,3º Médio,Tarde,17,F,,Superior Completo,1,88.7,86.2,72.8,79.5
ALU-00414,2021,Escola Alpha,3º Médio,Tarde,17,F,Até 1 SM,Médio Completo,1,75.5,56.3,56.5,56.4
ALU-00415,2021,Escola Alpha,3º Médio,Tarde,18,F,Até 1 SM,Fundamental Incompleto,0,79.6,54.0,49.7,51.8
ALU-00416,2021,Escola Alpha,3º Médio,Tarde,18,M,2-3 SM,Superior Completo,1,99.6,76.1,59.3,67.7
ALU-00417,2021,Escola Alpha,3º Médio,Tarde,18,F,,Superior Completo,1,92.4,83.0,75.3,79.2
ALU-00418,2021,Escola Alpha,3º Médio,Tarde,18,F,3-5 SM,Superior Completo,1,83.5,76.5,75.7,76.1
ALU-00419,2021,Escola Alpha,3º Médio,Tarde,18,M,,Médio Completo,1,76.0,59.3,76.6,67.9
ALU-00420,2021,Escola Alpha,3º Médio,Tarde,17,F,Até 1 SM,Médio Completo,1,71.6,40.9,45.5,43.2
